start_time,origin,destination,kind,origin_real_id,dest_real_id,origin_x,origin_y,dest_x,dest_y,cluster
1654,17,5,Human,-18809673#6,-266565295#5,211318.32,451074.855,213811.85,452244.51,10
1656,21,4,Human,24599188#0.94,399835085#1,213342.76,451641.085,212001.44,453157.175,5
1657,4,3,Human,-306240162#1,386687235,211638.505,452888.985,213478.36,452435.42,12
1662,8,98,Human,266565295#5,24634510#1,213807.23,452252.93,212430.33,452107.745,13
1664,120,3,Human,24634417,386687235,213280.13,452432.555,213478.36,452435.42,10
1665,17,16,Human,-18809673#6,30482615#1,211318.32,451074.855,212028.14,450765.2,10
1667,121,105,Human,218647954,-201950247#5,212214.44,451810.81,213119.515,452635.465,10
1671,11,4,Human,128361109#1,399835085#1,211442.47,452097.55,212001.44,453157.175,19
1673,4,3,Human,-306240162#1,386687235,211638.505,452888.985,213478.36,452435.42,12
1676,53,3,Human,176550249#1,386687235,212068.5,452219.52,213478.36,452435.42,10
1677,4,3,Human,-306240162#1,386687235,211638.505,452888.985,213478.36,452435.42,12
1679,17,5,Human,-18809673#6,-266565295#5,211318.32,451074.855,213811.85,452244.51,10
1681,122,106,Human,-24634513#5,-23436553#2,212062.15,452212.55,212564.35,451810.125,10
1682,0,2,Human,315358244,32978638#0,212975.4675,453432.9725,213633.66,451984.92,10
1682,8,2,Human,266565295#5,32978638#0,213807.23,452252.93,213633.66,451984.92,11
1682,16,71,Human,-32978638#0,-315358252#1,213640.75,451987.935,213186.12,453103.96,10
1684,123,2,Human,201238724,32978638#0,212841.705,452206.43,213633.66,451984.92,10
1684,16,10,Human,-32978638#0,306240162#0,213640.75,451987.935,211642.94,452890.83,10
1688,11,3,Human,128361109#1,386687235,211442.47,452097.55,213478.36,452435.42,19
1689,16,107,Human,-32978638#0,-315358246,213640.75,451987.935,213116.69,453233.9,10
1690,124,10,Human,-170018165#3,306240162#0,211730.955,452669.455,211642.94,452890.83,10
1694,125,3,Human,-201950259#6,386687235,212486.115,453001.065,213478.36,452435.42,10
1694,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25,10
1695,21,21,Human,24599188#0.94,-201238724,213342.76,451641.085,212836.39,452204.11,10
1697,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25,10
1699,21,10,Human,24599188#0.94,306240162#0,213342.76,451641.085,211642.94,452890.83,10
1701,21,10,Human,24599188#0.94,306240162#0,213342.76,451641.085,211642.94,452890.83,10
1702,16,10,Human,-32978638#0,306240162#0,213640.75,451987.935,211642.94,452890.83,10
1703,21,9,Human,24599188#0.94,201238729#3,213342.76,451641.085,211438.31,452110.43,10
1709,0,2,Human,315358244,32978638#0,212975.4675,453432.9725,213633.66,451984.92,10
1709,0,3,Human,315358244,386687235,212975.4675,453432.9725,213478.36,452435.42,10
1710,40,9,Human,-24634510#5,201238729#3,212430.715,452101.96,211438.31,452110.43,10
1710,0,2,Human,315358244,32978638#0,212975.4675,453432.9725,213633.66,451984.92,10
1712,126,108,Human,26677214#5,-24634413#0,212886.765,452957.535,213054.91,452451.22,10
1714,45,4,Human,-224892361#8,399835085#1,211865.015,452381.815,212001.44,453157.175,5
1717,123,2,Human,201238724,32978638#0,212841.705,452206.43,213633.66,451984.92,10
1720,1,1,Human,10425609#0,-128361102#1,213091.635,451303.575,211388.46,451952.25,10
1727,127,10,Human,24608845,306240162#0,212836.165,452098.0500000001,211642.94,452890.83,10
1727,4,3,Human,-306240162#1,386687235,211638.505,452888.985,213478.36,452435.42,12
1732,4,3,Human,-306240162#1,386687235,211638.505,452888.985,213478.36,452435.42,12
1740,0,3,Human,315358244,386687235,212975.4675,453432.9725,213478.36,452435.42,10
1743,128,9,Human,24634509#1,201238729#3,212903.0,451817.85,211438.31,452110.43,10
1744,17,5,Human,-18809673#6,-266565295#5,211318.32,451074.855,213811.85,452244.51,10
1745,4,3,Human,-306240162#1,386687235,211638.505,452888.985,213478.36,452435.42,12
1748,4,3,Human,-306240162#1,386687235,211638.505,452888.985,213478.36,452435.42,12
1749,4,3,Human,-306240162#1,386687235,211638.505,452888.985,213478.36,452435.42,12
1753,129,10,Human,-201238718#0,306240162#0,212873.73,452353.9,211642.94,452890.83,10
1753,4,3,Human,-306240162#1,386687235,211638.505,452888.985,213478.36,452435.42,12
1754,4,3,Human,-306240162#1,386687235,211638.505,452888.985,213478.36,452435.42,12
1755,16,5,Human,-32978638#0,-266565295#5,213640.75,451987.935,213811.85,452244.51,10
1756,130,3,Human,18809672#7,386687235,211702.245,451601.75,213478.36,452435.42,10
1757,4,3,Human,-306240162#1,386687235,211638.505,452888.985,213478.36,452435.42,12
1760,17,5,Human,-18809673#6,-266565295#5,211318.32,451074.855,213811.85,452244.51,10
1767,11,4,Human,128361109#1,399835085#1,211442.47,452097.55,212001.44,453157.175,19
1768,11,3,Human,128361109#1,386687235,211442.47,452097.55,213478.36,452435.42,19
1772,16,55,Human,-32978638#0,176550249#4,213640.75,451987.935,212840.87,452415.74,13
1776,16,109,Human,-32978638#0,-315392062#4,213640.75,451987.935,213151.17,451987.545,13
1776,4,20,Human,-306240162#1,272042145,211638.505,452888.985,213478.39,452442.76,12
1777,4,20,Human,-306240162#1,272042145,211638.505,452888.985,213478.39,452442.76,12
1778,11,3,Human,128361109#1,386687235,211442.47,452097.55,213478.36,452435.42,19
1780,11,4,Human,128361109#1,399835085#1,211442.47,452097.55,212001.44,453157.175,19
1786,11,3,Human,128361109#1,386687235,211442.47,452097.55,213478.36,452435.42,19
1790,131,5,Human,25149001#4,-266565295#5,212675.845,451279.77,213811.85,452244.51,10
1790,17,108,Human,-18809673#6,-24634413#0,211318.32,451074.855,213054.91,452451.22,10
1791,13,2,Human,-447569998#1,32978638#0,213434.54,453008.69,213633.66,451984.92,10
1795,0,3,Human,315358244,386687235,212975.4675,453432.9725,213478.36,452435.42,10
1798,43,9,Human,40888360#0,201238729#3,212744.5,452410.79,211438.31,452110.43,10
